26	3421,648,2628,1682,2054,2700,1259,3361,2706,587,588,589,1,1265,1196,736,1198,592,593,2716,595,597,3448,1917,1270,1923,1784,318,2081,2302,1291,260,11,3114,1370,1517,2174,1376,2683,1954,2321,780,3703,1387,1961,1028,1968,356,2406,2407,39,1608,1391,2268,1393,1394,1101,2916,2918,364,1544,2858,377,2355,2791,2797,380,1704,2291,2011,2012,1073,1079,1721,3253,3255,1584,1220,2890,480,3408,2100,1307,1090,1097,3418,1240,1247
27	2987,1252,2997,1265,1198,318,1294,908,260,2174,912,913,923,858,1394,1617,2858,1136,1073,541,1225,2100,1097
28	648,3793,2997,1,1265,1193,1196,1197,1198,593,2571,1278,1923,2657,318,2599,1291,904,3471,260,2174,912,919,2321,1387,2762,1968,32,357,39,2918,47,1617,2858,50,2797,527,1704,1200,3671,1208,1136,608,2011,1210,1214,1225,480,2396,1230,1097,1240,1247
29	3793,1252,589,733,1196,1198,2571,3527,318,1356,1291,260,1370,912,1374,1376,1954,21,349,1527,3702,1387,858,2762,2406,1101,2916,1036,1610,50,377,1127,457,2000,1200,969,1210,3753,1214,541,3256,1580,110,2529,1220,1221,1222,1225,480,1304,3418,2617,2115,1240,1242
30	2997,589,150,1265,593,2571,1784,318,1288,2762,2692,296,1617,2858,50,527,608,1213,2028,1097
31	648,1259,587,1265,1197,2716,3448,1270,2657,2302,11,2174,21,356,357,2407,2918,2355,2000,2001,3671,1136,1210,1073,1580,480,1230,1304,1307,1234
32	589,593,2571,1784,1358,2762,32,2916,47,3147,1617,2858,50,457,1208,608,3751,2959,2028,480
33	3421,1682,1252,2997,1258,1259,589,223,150,1265,1193,733,1196,590,1198,2640,592,593,2716,595,2571,1270,1278,3527,1784,316,318,1356,1358,1291,904,1294,908,3471,260,1517,2174,1372,912,1374,919,1954,349,923,924,1387,858,2762,1961,1028,32,34,2406,2194,2268,1393,1394,1101,2916,2918,364,1610,47,296,3147,2858,50,377,2791,1127,2797,527,2000,2001,1200,3671,969,1206,1208,1136,608,1210,1213,1214,1219,2959,1079,1721,3253,3256,2455,1653,110,2529,111,1584,1221,1222,1225,480,1089,2396,1230,1304,1234,1090,1094,1097,3418,1674,2115,1240,1247
34	2054,1258,2700,1259,3361,587,1,2710,1196,1197,2716,597,1270,1278,1923,1784,318,2081,2804,2302,1500,11,2174,3623,919,3481,2324,1387,1028,1968,356,34,2406,39,1393,2918,2858,2791,380,1704,2291,2000,2001,1641,2011,1219,1079,1721,3253,3408,2396,2100,1307,1097
35	1252,1196,1197,1198,592,595,2571,1278,318,2081,1358,1288,904,1294,908,1370,912,919,3703,2762,2692,1028,357,39,1393,296,2858,1704,3671,969,1136,608,3176,3751,1210,1220,1225,3408,1732,2396,2100,1230,1094,1674,1247
36	2987,648,2628,3793,2700,1259,3361,2706,587,588,589,223,1,1265,733,1196,1197,1198,2640,592,593,2716,595,2571,597,3448,1270,1278,3527,1923,316,2081,1356,1358,2599,1291,260,11,3114,1370,1517,1372,912,1374,1376,3623,2683,1954,21,2321,349,1527,924,3702,780,1387,858,2762,2763,1968,2699,32,356,34,2406,2407,1608,2194,1393,1396,1101,2916,2918,1036,3578,1610,47,296,3147,1617,1544,2858,3081,377,2355,2791,1127,2797,380,527,457,2000,2001,1200,3671,969,1208,1136,608,1641,3175,3176,1573,2012,1210,3753,1214,2959,541,1079,3253,3255,3256,1653,1580,110,2529,111,1584,1221,2890,2028,480,3408,2395,2100,1233,1307,1090,1094,1097,3418,2617,1674,1676,2115,1240,2985
37	648,587,1265,1197,597,2081,912,2321,920,356,357,2406,1101,47,3081,377,2791,1210,1721,480,2396,2100,1307,1094,1247
38	648,587,588,1,1917,3623,2324,356,34,357,39,1393,364,47,296,377,2355,1704,1573,1721,3408,2396,1307,1247
39	3793,2997,2700,2706,223,1193,2710,2716,318,2599,3114,3623,2683,2762,2763,2692,3578,1617,2858,3081,2355,1127,3160,3175,3176,3751,3753,2959,1721,1732,2395,2396
40	2987,2054,733,1196,590,1197,736,1198,592,750,1291,1294,912,1374,1376,919,920,780,356,2406,1391,1127,969,1208,1210,3755,1073,1580,2968,1676,2115,1242
41	2628,2710,1196,260,2762,2699,3578,1210,1721,110
42	3421,648,2628,3793,2997,3361,589,1265,1193,733,1196,1197,1198,2640,593,2716,2571,3448,1917,1270,3527,316,318,1356,750,1288,1291,3471,260,3114,2174,1372,1374,1376,1377,3623,919,1954,349,1527,923,924,3702,780,3703,1387,858,1968,32,356,34,2406,2407,1608,1394,1396,1101,2916,1036,1610,367,296,1544,2858,377,1127,2797,527,457,2000,2001,1200,969,1206,3175,1573,2011,2012,1210,1214,1073,541,1079,3256,2455,1653,1580,2529,1584,1220,1221,1222,2968,480,2100,1304,1307,1097,2115,1240,2985
43	3793,2997,2706,1197,2599,3114,2762,2763,1961,356,2858,2396,1307
44	2987,648,2628,3793,2054,587,589,1,1265,1193,733,1196,590,1197,736,1198,2640,592,593,2716,2571,1270,1278,2657,316,318,1356,1291,904,1294,3471,260,2174,912,1374,3623,919,2321,349,920,1527,924,780,858,2762,1028,2699,34,2406,2407,1394,1396,2916,2918,1127,2797,380,527,969,1136,3175,1573,2011,3751,1210,3755,1073,1079,1580,2529,1584,1220,2968,480,2396,1304,1307,1234,1097,2617,2115,1240
45	2054,2997,2700,587,588,1,1265,1197,736,2716,3448,1270,1278,1923,2657,1784,2081,2599,2302,1500,11,3114,2174,2321,920,1028,1968,34,357,2406,2407,39,2918,2858,377,2355,2791,527,3671,969,1641,3175,2011,2012,3253,3255,1580,2396,2100,1230,1304,1307,1247
46	2628,3361,2710
47	1193,593,318,2804,858,34,2406,527,1208,608,1213,1221,1089,1247
48	2987,648,3793,2054,1259,588,589,1,1265,1193,733,1196,590,1197,736,1198,592,593,595,597,1270,2081,1356,1358,1288,2302,1291,1294,3114,1370,1517,2174,1372,912,913,1374,1376,1377,919,2321,2324,920,1527,923,924,780,1387,858,2406,1608,1391,2194,2268,1610,3147,1617,1544,3081,2355,1704,2291,969,3175,1573,1721,3253,3255,3256,1653,1580,110,2529,1584,2396,3418,2617,1674,1676,3421,2628,1682,2706,150,2640,2716,2571,3448,1917,3527,1923,1784,316,318,2804,3471,260,3623,1954,2683,21,349,2762,1028,1968,32,2699,34,356,357,39,1101,2916,2918,1036,3578,364,367,47,296,2858,50,377,2791,1127,2797,380,527,457,1200,3671,1208,1136,608,2011,1210,2012,3753,1213,1214,1073,1219,541,1220,1221,1222,2890,2028,2968,480,2100,1304,1233,1307,1090,1097,1240,2115,1242,2985,1247
49	648,3793,1252,589,1,1193,733,1196,592,595,2081,1356,3114,1370,1374,1527,780,858,2194,2355,1580,1584,2617,1676,2628,2700,2640,2571,21,349,3703,2763,2692,1101,2916,1036,3578,364,296,2858,377,380,527,457,1200,3751,1210,3755,2028,480,1242,2985
50	648,3793,1544,3578,2858,2791,3751,3755,480
51	3793,588,1,1265,3114,1517,1617,1721,3255,2395,2396,3527,1923,318,2599,11,34,39,2858
52	648,589,733,736,593,1370,780,1608,1610,1573,1580,110,2617,1676,2628,2706,21,349,2763,2699,2916,2858,380,527,457,2028,480,1233
53	2987,648,3793,2054,2997,1258,1259,587,588,589,1193,1196,590,736,592,593,595,1270,1278,2081,1356,904,1294,3114,1370,2174,912,913,1374,919,2324,920,1527,924,780,1387,858,2407,1608,1391,2194,2268,1393,1396,1610,1617,2355,1704,2291,969,3175,1573,1721,3255,3256,2455,1653,1580,2529,1584,1732,2395,2396,3418,2617,1674,1676,2628,1682,2706,223,150,2710,2640,2716,2571,3448,1917,3527,2657,1784,316,318,2599,3471,260,2683,1954,21,349,3702,3703,2762,1961,2692,1028,1968,2699,32,356,34,2916,1036,3578,364,47,296,2858,50,377,1127,2797,457,2000,1200,3671,1206,1208,608,3751,2012,1210,1213,1214,1219,1073,2959,541,1221,1222,2890,1225,2028,2968,480,1089,2100,1090,1094,1097,1240,1242,2985,1247
54	1193,1278,3114,1394,1641,3421,3361,260,34,2791,3671,1206,1136,1079,1230,1304,1234
55	589,593,3114,912,1704,110,150,1784,318,2762,356,296,50,527,457,1213
56	2997,588,1,593,1358,2302,1500,3114,2321,1617,2355,1704,1641,110,2395,2396,2706,150,2571,1923,318,2762,34,39,364,296,2858,50,527,457,608,1213,2890,2028,1089
57	648,3793,1258,1196,1198,1394,1544,3160,2395,2657,2804,3578,47,2858,2791,3751,3753,3755,1221,2890,1225,480,1090,1242
58	2054,2997,1258,1259,589,1193,1196,1197,736,1198,592,593,595,1270,1356,750,1358,1288,1500,1291,904,1294,908,3114,1370,1517,2174,1372,912,913,1374,1376,1377,919,2321,2324,920,1527,924,780,1387,858,2406,2407,1391,2194,1393,1394,1396,1610,1617,1544,3160,2291,969,1641,3175,3176,1573,2455,1653,1580,110,2529,111,1584,2395,2396,3418,2617,1674,1676,2628,1682,2706,223,2640,2716,2571,3448,3527,1923,2657,316,318,2804,3471,260,3481,1954,21,3702,3703,2762,1961,2692,1968,32,356,34,357,39,1101,2916,2918,1036,3578,367,296,2858,377,2791,1127,527,457,2000,2001,1200,3671,1206,1208,1136,608,2011,3751,2012,1210,1213,3755,1214,1219,1073,2959,541,1220,1221,1222,2890,1225,2028,2968,480,1089,1230,1304,1307,1090,1097,2115,1240,1242,2985,1247
59	1252,2997,1265,1193,590,1197,750,1288,904,908,912,913,919,920,923,924,2406,1617,2291,969,1653,1580,110,3408,2396,2716,2571,2657,318,3471,260,2762,2692,1028,32,357,2858,377,1208,608,1219,541,1220,1225,2028,480,1230,1304,1233,1307,1234,1094,1097,1247
60	648,1,590,736,1356,2302,1500,1372,1617,1544,2355,1641,3175,3176,1580,2396,2617,1676,2628,316,21,356,357,380
61	3793,1721,3623,3578,3753,3755
62	2987,2054,1252,1258,1259,587,1193,733,1196,590,1198,592,593,597,1270,1356,750,2302,1291,904,1294,2174,1372,912,913,1374,1376,920,1527,923,924,780,858,2406,2407,2194,2268,1396,1617,1704,969,3176,1573,1721,110,2529,111,2395,3418,1674,3421,2628,3361,2640,2716,3448,2657,1784,318,3471,260,11,3481,21,3702,3703,2762,1961,1968,32,2916,296,2858,50,377,2797,457,2000,2001,3671,1208,608,2011,1210,1213,1214,1219,1073,541,1079,1220,1221,1222,1225,2028,480,1089,1230,1304,1307,1090,1094,1097,2115,1240,1242,2985,1247
63	2987,3793,2997,750,3114,912,3081,3160,3175,3176,2395,2396,1673,1682,2700,2706,223,2710,2716,2599,2683,2762,2692,2699,3578,2858,3751,3753,2959,541,1225,1094
64	3793,1198,1291,110,1682,2700,2710,316,2762,3578,2858,1210,3755,1214,2028,2115
65	2987,648,1259,587,588,1,733,1196,736,1198,592,595,597,1270,1291,1294,3114,1374,780,1387,2406,1608,2194,2268,1610,3147,969,3175,1573,1721,3255,1580,2628,150,2571,3448,1917,1923,1784,260,3623,1954,3702,2762,2763,2699,356,34,1101,1036,2858,50,377,380,2000,608,1210,3753,3755,1220,2028,480,1230,1090,1094,1097,2115
66	1259,1196,110,2657,1961,356,3578,2858,2791,3753,3755,2028,480,1090
67	587,908,923,1704,111,150,318,3471,1954,2858,2791,1213,480,1094,1247
68	2997,1,1265,1197,1270,1278,1500,1517,2324,920,2355,2396,3421,2706,223,1923,2657,2804,2762,2692,1968,2918,3578,2858,2791,2797,3671,1136,3751,1073,1230,1304,1307
69	1196,590,593,1358,1291,1704,1721,1653,1584,3418,1673,1682,1784,356,296,2858,2890,2028,1233
70	2987,3793,2997,908,3114,3081,2355,3175,3176,3408,2395,2396,2700,2706,223,2716,2599,260,3623,2683,2762,3578,2858,1127,3751,3753,2959
71	648,2997,1198,1617,3408,223,2710,2640,2683,2791,3755,2959,480
72	2997,587,593,597,2321,2324,1704,3175,3255,1580,2396,3418,150,1784,11,356,39,2858,608,1210,3753,2028,1304
73	648,3793,2054,2997,589,1,1265,733,1196,590,1197,1198,592,597,1270,2081,1356,1291,1370,1517,2174,1372,1374,1376,1377,2321,1527,780,1608,1394,1610,1544,2355,1641,3175,1573,3253,1580,110,1584,1732,2617,1676,2628,2700,2706,223,2716,2571,3448,1917,3527,1923,2657,1784,316,2599,3703,1961,2692,1028,1968,2699,32,356,34,39,2916,2918,1036,3578,47,2858,377,2791,380,457,2000,2001,1200,2011,3751,2012,1210,3753,1222,2028,480,2115,1240,2985
74	1252,593,913,858,1617,3176,1721,3408,1732,1028,356,34,296,2858,50,608,3753,1304
75	2054,588,1,1196,595,2081,3114,1517,919,2321,924,780,1391,1544,2355,3175,1580,3408,2628,2571,1923,2683,1028,34,364,3751,2012,1210,1073,480,1097
76	3793,1,593,1358,1393,3147,1617,2355,3160,1704,1584,3408,2396,3418,2700,2571,318,3623,2762,2692,1101,3578,47,296,2858,50,608,3753,1213,3755,2959,2890,1089,1233
77	2997,3081,3408,2395,2700,2706,2710,2599,2683,2762,3578,2858,3751,3753,2959
78	2997,587,588,1,1265,2081,750,2302,3114,1517,919,2321,2324,2355,1641,3175,3253,3255,2396,1923,1784,2599,11,356,34,357,39,364,367,2858
79	648,3793,1270,2407,1617,3176,1968
80	589,1,1265,1193,590,593,597,1356,3114,920,3147,2355,1721,110,3418,2628,1917,2762,356,364,527,608,1210,2028,480
81	1252,1258,1193,1196,1198,750,904,1294,908,912,913,924,1394,1617,111,3421,223,260,296,2858,1210,1213,1214,1221,2028,1230,1304,1233,1234,1247
82	648,3793,1259,587,589,733,590,1197,593,1270,1358,1370,1372,780,2268,1393,1610,3147,1617,1704,3176,1573,1721,3256,1580,110,1584,1732,150,2571,1784,318,21,349,2762,1968,32,356,2916,3578,47,296,2858,50,377,2791,527,457,608,3753,3755,480,1307
83	2987,2054,1196,1270,3114,2174,913,3081,2355,3175,3176,1573,3408,2396,2628,2700,223,2710,2716,260,2683,2762,2763,2692,2699,3578,367,2858,1127,2797,3755,1073,2959,2968,2100,1097
84	1196,1197,1198,592,750,1291,1394,110,2617,2628,2571,260,356,3578,2858,527,457,1200,1210,1214,1222,2028,480,1240,2985
85	648,3793,3408,2706,2710,2683,2699,1101,3578,47,2858,3755,2028
86	648,2997,904,920,3147,1544,3175,1721,1580,2396,2617,2628,2716,260,3623,2762,364,1210,480
87	3793,589,733,1196,1197,1198,1291,1387,2194,1610,110,2529,3418,2571,260,1954,21,1036,3578,377,457,2000,2028,480,1240
88	2997,1259,1265,1193,1198,2302,908,912,2321,2324,923,924,858,1394,1704,110,111,1674,3361,2710,1923,318,11,1961,1968,527,1208,608,541,1079,1221,1225,2028,480,1230,1307,1090
89	1193,733,920,1704,3408,1961,2791,527,1136,2028
90	648,2997,1,1265,736,2302,3114,913,1377,2321,1527,780,858,1391,3147,1617,3160,1704,3175,1721,3255,3256,1580,110,1584,3408,2395,3418,1673,2628,1682,2700,150,1917,1784,318,260,3623,2683,2762,2763,32,356,34,2916,3578,367,47,2858,50,377,2791,527,457,1136,608,3751,2012,3755,1219,2959,2028,1089,1233
91	2997,1265,1197,1278,1500,1294,2174,912,920,1394,969,110,111,2396,3421,2599,21,2918,2791,3671,1079,1307
92	2987,648,3793,2054,2997,588,589,1,1265,733,1197,736,1198,592,593,595,1270,2081,1358,1291,3114,2174,1377,919,920,1527,780,1387,2407,1608,1391,1393,3147,1544,3081,2355,1704,1641,3175,3176,1573,1721,3253,3255,2455,1580,110,2529,3408,2396,3418,1673,1676,1682,2700,2706,223,2710,2716,2571,1917,1923,2657,1784,318,2804,2599,3471,3623,3481,2683,2762,2763,1961,1028,1968,2699,32,356,34,357,39,1101,2918,3578,364,367,2858,377,2791,1127,2797,380,527,1200,1136,2011,3751,2012,3753,1214,1073,2959,2028,480,2100,1307,1097,1240
93	2987,648,3793,2054,588,589,733,1196,1197,736,1198,592,595,1356,1291,2174,1372,1377,780,1387,1608,1391,2194,1610,1544,2355,969,1573,1580,2617,1676,2628,2640,2571,3527,316,260,3623,1954,21,349,3702,3703,2763,2692,2699,2916,1036,364,377,1127,2797,380,457,2000,1200,3751,1210,3753,1214,1073,2028,480,2100,1233,1097,2115,1240
94	1258,908,2455,2716,1961
95	648,2997,589,1265,1193,733,1196,593,1356,1358,1500,1370,2321,2324,920,1608,2268,1393,1396,1610,3147,2355,1641,3175,3255,3256,1580,110,1732,2396,3418,223,2571,1917,1923,1784,318,349,2762,2699,356,357,2916,47,377,380,527,457,608,1213,2890,2028,480,1089,1233
96	2997,1259,589,1,1265,1193,1196,590,1197,593,1270,1358,3114,919,2324,2268,1393,1394,1610,3147,1617,110,3408,2396,3421,150,2571,1784,318,2804,260,3623,1954,2762,1961,1028,356,1036,3578,47,296,527,457,608,3751,1210,3753,1213,1073,1225,2028,1242
97	1252,2997,1265,593,1278,904,1294,908,912,913,919,920,923,1387,858,1617,969,111,3421,318,3471,260,3702,296,2858,50,1206,1208,1214,1221,2028,1234
98	648,593,2302,920,2657,318,3578,296,2791,527,1210,2028
99	3793,2997,1259,588,1,1265,1193,1197,1198,3114,919,920,2268,1393,110,1584,3408,2396,3421,223,2716,1923,318,2599,260,3623,2762,1968,32,34,3578,364,47,296,2858,50,2797,527,457,2012,3753,1213,3755,1073,1225,2028,1234,1097
100	648,1196,1197,1198,592,593,1356,1291,1372,919,924,780,1387,858,2406,1544,969,1580,110,1676,2628,2640,2571,318,260,1954,21,349,3702,1101,380,527,1200,1208,608,1210,1213,541,1221,2028,480,1304,2115
101	648,3793,589,1196,736,1198,1356,1372,1374,1376,780,2406,1544,1580,3418,2617,1676,2628,2640,2571,3527,260,1954,21,2763,2699,2916,1036,377,380,2000,2001,1200,1210,3755,1214,480,1240
102	2987,3793,2054,2997,1193,595,1270,750,912,913,923,924,2355,3160,3175,3176,111,3408,2395,2396,2700,2599,2683,2763,2692,2699,3578,296,2858,377,1127,2011,3751,2012,3755,1219,2959,1097,1240
103	648,589,733,1356,1370,1372,912,1527,780,1608,1391,1610,1544,1573,1580,110,3418,1676,2571,1917,2657,316,21,349,2699,2916,3578,2791,380,457,3751,3753,2028,480
104	2987,2997,1193,858,2355,3175,2706,223,2710,2683,2858,2959
105	3793,589,1196,1197,1291,1374,1387,858,2194,3256,2529,3418,2571,3527,260,2692,3578,1127,457,1200,1210,1214,1220,1221,1222,2028,480,1304,2115,1242
106	1265,2081,908,920,969,2396,1674,1968,357,377,1210,2028,2100,1307,1094
107	1252,1258,1193,1198,593,750,1294,908,912,913,919,920,923,924,858,1617,1704,969,1721,111,2396,1674,3361,318,260,3702,3703,2762,608,1213,1219,541,1079,1233,1090,1242,1247
108	648,593,1270,1544,2700,2657,3578,2858,2791,3755,480
109	2054,1,1193,1196,1198,1270,1278,750,1291,1294,908,1517,912,1374,1376,919,924,780,2406,2355,3175,1580,3361,2640,260,1028,364,2791,3671,3751,1210,1073,480,1230,1304,1307,1234,1097,2115,1247
110	648,3793,592,1377,2194,2268,1617,1544,1732,1673,2628,3623,3481,2692,356,3578,367,47,296,2858,50,2001,608,1213,3755,480,1089,2985
111	2997,1265,590,593,2302,1370,1517,2321,2268,1617,1641,3255,3256,1584,1682,1923,1784,318,11,21,2762,2692,32,356,357,2916,364,367,296,50,377,2028,480,1094
112	2987,1252,588,1,595,3114,913,1617,2355,2700,364,541
113	648,3793,589,1197,1527,780,1544,1573,1653,1580,3408,1676,2571,2657,316,3623,3481,2699,32,1101,3578,2858,527,3753,3755,2028,480
114	2997,588,1,1196,595,2081,1288,908,919,2355,3160,3471,260,1028,34,364,2858,1206,3751,1073,1097
115	648,3793,1544,2657,3481,3578,2858,2791,2011,3751,3755,2028,480
116	2987,3793,1258,1370,2174,924,858,2268,3253,2395,2706,2710,3448,3527,260,2683,2763,2699,1036,3578,367,3755,1073,1222,2028,2968,2100,1090,1097
117	2987,648,3793,2054,1259,588,589,1,1265,1196,1197,736,1198,592,593,595,1270,1278,2081,1356,750,1500,1291,3114,1370,2174,1372,1374,1376,1377,919,2324,1527,924,780,1387,2406,1608,1391,2194,1394,1396,1610,1544,3081,1704,3175,1573,3256,2455,1653,1580,110,2529,1584,3408,3418,2617,1676,2628,2700,223,150,2710,2640,2716,2571,3448,1917,3527,1923,2657,316,2804,3471,260,3623,349,3702,3703,2762,1028,1968,2699,32,356,34,1101,2916,1036,3578,364,367,377,2791,1127,2797,457,2000,1200,3671,2011,3751,2012,1210,3753,3755,1214,1219,1073,541,1220,1222,1225,2028,2968,480,2100,1304,1233,1090,1097,2115,1240,1242,2985
